users,tweets,target
suicidalconcept, no one should be with a piec of shit like me,2
suicidalconcept, you deserv better,2
suicidalconcept, i should kill myself,2
suicidalconcept, i feel that i cant do anyth right,2
suicidalconcept, i hate myself so much,2
suicidalconcept, havent slept forday and i feel drain,1
suicidalconcept, she obvious better than me i wouldnt be shock if you want her,1
suicidalconcept, i wonder if im good enough for you obvious not,1
suicidalconcept, i keep compar myself to other and the more i do the lower my selfesteem get,2
suicidalconcept, the most depress thought that enter your mind are the one at night,2
suicidalconcept, even with so mani peopl around i still feel lone,2
suicidalconcept, my thought wander the further they got the more depress i becom,2
suicidalconcept, anxieti is when there is more and more peopl it get harder to breath,2
suicidalconcept, i wonder how doe it feel to be perfect i can never achiev that,2
suicidalconcept, im drown,2
suicidalconcept, no one is there to help me,2
suicidalconcept, i feel so ugli and sick of myself,2
suicidalconcept, no one want me,1
suicidalconcept, i want to break down so badli,2
suicidalconcept, no one can ever understand they think i have it easi,3
suicidalconcept, my reflect disgust me,3
suicidalconcept, but ill still have to continu to smile,1
suicidalconcept, as alway,1
suicidalconcept, everyth to me is a blur,1
suicidalconcept, i cant concentr on anyth right now,1
suicidalconcept, even with so mani peopl around me i still feel so lone,2
suicidalconcept, overthink everytim when im alon,1
suicidalconcept, no one is ever there for me,1
suicidalconcept, stress out and look like shit,2
suicidalconcept, am current overthink,1
suicidalconcept, thought pleas go away ive alreadi had enough today,1
suicidalconcept, all i want is to be happi but it never happen,1
suicidalconcept, it okay just leav me alon i dont want to talk to anyon right now,2
suicidalconcept, i liter sick and no one bother to even ask me,2
suicidalconcept, im just so so tire,1
suicidalconcept, oh pleas im alreadi dead insid,2
suicidalconcept, im just so annoy with everyon nowaday,3
suicidalconcept, you may know me but you do not understand me,3
suicidalconcept, selfesteem drop,1
suicidalconcept, im alway compar myself to other,1
suicidalconcept, i wish i wa dead,2
suicidalconcept, ive tri my hardest yet i still fail worthless,2
suicidalconcept, everyon get sick and tire of me,2
suicidalconcept, im in the state of mind where everyon is against me,1
suicidalconcept, im tire and stress out but no one can see that,3
suicidalconcept, my exist caus so much pain to other,1
suicidalconcept, i need to go far far away and get away from thi place,1
suicidalconcept, i mean whi would you choos me im noth and they are so much better,1
suicidalconcept, it not becaus im angri im just frustrat with how worthless i am,2
suicidalconcept, im so useless,1
suicidalconcept, assign due soon and all i can do is overthink and procrastin,2
suicidalconcept, i wonder what wors wake up everyday think that im gonna live or die in my sleep,2
suicidalconcept, onc again,1
suicidalconcept, wait and wait but noth good come,1
suicidalconcept, onc again alon,1
suicidalconcept, it becaus of me it my fault i shouldnt be here i shouldnt exist,3
suicidalconcept, whi cant i be better at someth,2
suicidalconcept, when it come to me i alway fail,1
suicidalconcept, im just a disappoint to everyon,2
suicidalconcept, one of those day where i just want to avoid everyon and not do anyth,2
suicidalconcept, go to school is like step through the gate of hell,2
suicidalconcept, it the first thing i notic everytim,1
suicidalconcept, the cycl of my everyday life,2
suicidalconcept, push everyon away but i just need someon to show that they care enough to stay with me,2
suicidalconcept, i need loud music to cover my thought,1
suicidalconcept, do you know what it feel like to be compar to someon who is so much better than you it hurt and yet you have to smile and pretend,2
suicidalconcept, i want to run away and never come back ever,1
suicidalconcept, the feel of be trap and suffoc,2
suicidalconcept, even when im with my friend i cant control my thought anymor it just becom suicid,2
suicidalconcept, no one want me here anyway,1
suicidalconcept, the constant feel of commit suicid,2
suicidalconcept, you wont ever understand me,3
suicidalconcept, im just tire do you realli think so,1
suicidalconcept, fall over and over again,2
suicidalconcept, walk on the road without look both way well not anymor,1
suicidalconcept, look up i use to see star but now it is to hold back my tear,3
suicidalconcept, becaus if i stay i destroy thing,3
suicidalconcept, im so close to break,2
suicidalconcept, i wish,2
suicidalconcept, knock down over and over again and im so tire,1
suicidalconcept, i can cri and walk out like noth ever happen,1
suicidalconcept, dure time like thi,1
suicidalconcept, who care,2
suicidalconcept, it okay im just a wast of space and time,1
suicidalconcept, it endless and i cant help it,2
suicidalconcept, sleepless night endless thought,2
suicidalconcept, just a littl kitti for halloween ,1
suicidalconcept, i just want to run away from everyth,1
suicidalconcept, overthink kill im alreadi dead,2
suicidalconcept, midnight thought,1
suicidalconcept, sad yet with a smile on my face,2
suicidalconcept, will you miss me when im gone,1
suicidalconcept, i wonder when is the one day that ill disappear,1
suicidalconcept, i just wish someon wa there for me,2
suicidalconcept, music is my onli companion when no one is here for me,1
suicidalconcept, lone,1
suicidalconcept, selfdestruct,1
suicidalconcept, when someon ask you are you okay and your tri to hold back your tear,3
suicidalconcept, im just tire,1
suicidalconcept, to disappear and never come back,1
suicidalconcept, blast music ignor the world,1
suicidalconcept, one day i wont be around to caus you ani pain,2
suicidalconcept, girl who are pretti be like i look like a potato look at me what am i then,2
suicidalconcept, i wonder if anyon still love me,3
suicidalconcept, peopl leav eventu,1
suicidalconcept, am think about suicid,1
suicidalconcept, pm overthink,1
suicidalconcept, i stop look both way while cross the road i mean who care right,2
suicidalconcept, it sad how i wa onc so happi,2
suicidalconcept, school where fake a smile is my specialti,1
suicidalconcept, i look up to the sky to stop the tear from fall,2
suicidalconcept, you still think it a joke,1
suicidalconcept, and youll never be abl to bring me back from the dead,2
suicidalconcept, i can feel it even with my eye close,2
suicidalconcept, mood swing not,2
suicidalconcept, if i dont hurt myself im hurt everyon around me,2
suicidalconcept, do you realli think that im okay,1
suicidalconcept, i just wish i wa better,2
suicidalconcept, who would care im noth,2
suicidalconcept, no text no call no noth i honestli think you dont care about me anymor,2
suicidalconcept, suicid dead numb pain,2
suicidalconcept, am i just an object that youll onli use when you need,1
suicidalconcept, overthink,1
suicidalconcept, would you care if i bleed if i fall if im gone,2
suicidalconcept, is my exist even valuabl to you,3
suicidalconcept, they act like they care but they dont,2
suicidalconcept, the onli way out is to kill myself to kill the demon insid me,2
suicidalconcept, a fake smile for everyon everyday,1
suicidalconcept, one day youll miss me,1
suicidalconcept, no one can see it through my fake smile not even you,1
suicidalconcept, a fake smile is all i need to fool you,1
suicidalconcept, cant you see how much pain im in,2
suicidalconcept, i feel that you dont even care i mean whi would you im noth,2
suicidalconcept, no one want me,1
suicidalconcept, i might just do someth that i have alway want to,1
suicidalconcept, from a few to a lot,1
suicidalconcept, get from bad to wors,2
suicidalconcept, you dont realli care do you,2
suicidalconcept, im the worst,2
suicidalconcept, happi on the outsid die on the insid,2
suicidalconcept, what i gotta do just to be happi,1
suicidalconcept, i need to feel pain to feel aliv,2
suicidalconcept, they hate me everyon hate me,2
suicidalconcept, it back depress back,2
suicidalconcept, i feel like shit right now,2
suicidalconcept, so use to the nightmar,1
suicidalconcept, i wont be around to caus you anymor pain hk,2
suicidalconcept, dont worri no one will miss me,1
suicidalconcept, i wish i could die right now,2
suicidalconcept, im use to it,1
suicidalconcept, ive hurt so mani peopl wouldnt it be better if i wa dead,2
suicidalconcept, i need the courag to kill myself,2
suicidalconcept, i hope you found someon better prettier skinner unlik me,2
suicidalconcept, other girl are so perfect while im me cant even be compar to them,2
suicidalconcept, sometim i feel pretti but then i notic my flaw and it die off,2
suicidalconcept, the onli time when i feel happi about lose is die,2
suicidalconcept, i feel so worthless,2
suicidalconcept, it will alway come back and you know it,1
suicidalconcept, she doe art crave a pictur on her wrist with a blade,2
suicidalconcept, sometim i feel like everyon hate me,2
suicidalconcept, there a differ between want and need,1
suicidalconcept, sometim it better to let go than to hold on but i cant seem to do so,2
suicidalconcept, would anyon notic if i wa die,2
